DATE,USD,JPY,CNY,SGD,MYR,HKD,PHP,IDR,AUD,VND
20/6/1961,32.7203,29.7315,5.054,24.1286,8.1747,4.1695,0.6146,2.3629,24.1877,0.1432
21/6/1961,32.8887,29.7624,5.0705,24.1744,8.2038,4.1922,0.6159,2.351,24.2129,0.1438
22/6/1961,32.9181,29.9116,5.0617,24.2519,8.2144,4.1959,0.6169,2.3514,24.342,0.1439
25/6/1961,32.9639,30.0826,5.056,24.2222,8.2179,4.2015,0.6189,2.3477,24.4787,0.144
26/6/1961,32.9505,30.074,5.0322,24.218,8.1944,4.1987,0.6178,2.3413,24.429,0.144
27/6/1961,33.0136,30.0381,5.006,24.2275,8.203,4.206,0.6171,2.344,24.3668,0.1441
28/6/1961,33.051,29.9974,4.9952,24.1689,8.1887,4.2109,0.618,2.3318,24.2809,0.1441
29/6/1961,33.1672,29.9902,5.0014,24.2848,8.2104,4.2257,0.621,2.3223,24.429,0.1446
2/7/1961,33.0877,29.8234,4.986,24.2503,8.1931,4.2164,0.62,2.3161,24.444,0.1441
3/7/1961,33.2256,29.9394,4.9643,24.2458,8.2145,4.2342,0.6218,2.3144,24.4025,0.1448
4/7/1961,33.1198,30.007,4.9911,24.3018,8.1906,4.2224,0.6222,2.3187,24.5315,0.1437
5/7/1961,33.2124,30.063,5.0016,24.3206,8.2086,4.2323,0.6216,2.317,24.5018,0.1442
6/7/1961,33.2073,29.9969,4.9899,24.34,8.2147,4.2307,0.6227,2.3153,24.5352,0.1441
9/7/1961,33.1187,29.9802,4.9897,24.4195,8.2065,4.2199,0.6221,2.3178,24.6771,0.1438
10/7/1961,33.1036,29.8139,5.0058,24.4513,8.2375,4.2164,0.6197,2.3209,24.7447,0.1437
11/7/1961,33.2625,29.9863,4.9921,24.4598,8.2487,4.2356,0.6217,2.3214,24.6714,0.1444
12/7/1961,33.3168,29.6903,4.9741,24.4383,8.2432,4.2441,0.6234,2.3194,24.5636,0.1446
13/7/1961,33.2393,29.5103,4.9801,24.3825,8.2314,4.2342,0.6226,2.3274,24.6335,0.1442
16/7/1961,33.2982,29.5923,4.9709,24.3991,8.2267,4.2415,0.6228,2.323,24.7174,0.1445
17/7/1961,33.2617,29.5784,4.9723,24.4279,8.2232,4.2375,0.6223,2.3227,24.671,0.1443
18/7/1961,33.329,29.5072,4.964,24.4134,8.222,4.2461,0.6245,2.3252,24.6087,0.1446
19/7/1961,33.3591,29.5829,4.9492,24.4221,8.2174,4.25,0.6242,2.3251,24.7242,0.1448
20/7/1961,33.4582,29.7518,4.925,24.4212,8.2347,4.2617,0.6255,2.3211,24.6038,0.1451
23/7/1961,33.3409,30.0255,4.9265,24.5,8.2262,4.2474,0.6249,2.3126,24.7337,0.1446
24/7/1961,33.4664,30.0859,4.9103,24.5019,8.2297,4.2651,0.6256,2.3166,24.6847,0.1441
25/7/1961,33.3762,29.9902,4.9064,24.4702,8.2153,4.2525,0.6266,2.3093,24.7416,0.1436
26/7/1961,33.2292,29.9879,4.9102,24.4485,8.2,4.2339,0.6234,2.3107,24.7412,0.1431
31/7/1961,33.3093,29.9979,4.8826,24.4737,8.2051,4.244,0.6272,2.3182,24.7105,0.1433
1/8/1961,33.1948,29.6968,4.8696,24.3791,8.1713,4.2288,0.6263,2.3131,24.6248,0.1426
2/8/1961,33.1779,29.7094,4.8662,24.3407,8.1545,4.2265,0.6261,2.3094,24.5376,0.1425
3/8/1961,33.328,29.8367,4.8561,24.3575,8.1683,4.2454,0.6278,2.3072,24.5457,0.1432
6/8/1961,33.2421,29.8637,4.8639,24.3355,8.1539,4.2356,0.6272,2.3105,24.583,0.1426
7/8/1961,33.3401,29.9411,4.8628,24.3727,8.1658,4.2464,0.6315,2.3137,24.6564,0.1431
8/8/1961,33.2196,29.8277,4.8678,24.3568,8.1503,4.2316,0.6277,2.3109,24.6797,0.1426
9/8/1961,33.1788,29.9238,4.8604,24.3474,8.1442,4.2262,0.6262,2.3127,24.6516,0.1425
10/8/1961,33.2549,29.9746,4.8624,24.3081,8.1507,4.2354,0.626,2.3132,24.4615,0.1429
14/8/1961,33.3303,30.0745,4.8385,24.2512,8.1412,4.2458,0.6245,2.294,24.2447,0.143
15/8/1961,33.3361,29.9356,4.8314,24.1789,8.1304,4.2456,0.6239,2.2933,24.0787,0.143
16/8/1961,33.2958,30.0573,4.8166,24.1701,8.1182,4.2411,0.6236,2.2871,24.1448,0.1429
17/8/1961,33.2011,29.9498,4.8289,24.1487,8.0909,4.2287,0.6226,2.2865,24.1333,0.1424
20/8/1961,33.1746,30.0029,4.838,24.1945,8.087,4.2254,0.6218,2.2848,24.2337,0.1425
21/8/1961,32.8141,29.8439,4.8004,24.003,8.0127,4.1802,0.6173,2.2628,24.1167,0.141
22/8/1961,32.7024,29.666,4.7844,23.9415,7.982,4.1658,0.6135,2.2544,24.0705,0.1406
23/8/1961,32.7922,29.6002,4.7846,23.9442,7.9946,4.1778,0.6138,2.2574,23.9531,0.1409
24/8/1961,32.8253,29.4673,4.7738,23.9177,7.9917,4.1827,0.6145,2.254,23.8532,0.141
27/8/1961,32.6053,29.3288,4.7879,23.8967,7.9548,4.1551,0.6114,2.2412,23.8935,0.1399
28/8/1961,32.5525,29.2516,4.7806,23.8833,7.9485,4.1469,0.6107,2.2423,23.8794,0.1397
29/8/1961,32.6673,29.3664,4.798,23.9473,7.9664,4.1619,0.6122,2.2444,23.9645,0.1402
30/8/1961,32.6883,29.2787,4.7931,23.9548,7.9599,4.1658,0.6127,2.2456,23.8434,0.1403
31/8/1961,32.7517,29.4959,4.7865,23.9501,7.9719,4.1725,0.6133,2.2361,23.7671,0.1406
3/9/1961,32.7613,29.5233,4.7923,23.8899,7.9499,4.1736,0.6133,2.2233,23.5389,0.1406
4/9/1961,32.7422,29.4592,4.7974,23.844,7.9193,4.1722,0.6124,2.2115,23.5761,0.1405
5/9/1961,32.8026,29.4012,4.7947,23.8323,7.9158,4.1798,0.6135,2.21,23.5837,0.1407
6/9/1961,32.7902,29.4577,4.7932,23.841,7.9097,4.1784,0.6121,2.223,23.5712,0.1407
7/9/1961,32.7919,29.6471,4.7965,23.8476,7.9127,4.1779,0.6083,2.2236,23.5365,0.1407
10/9/1961,32.8479,29.6057,4.7907,23.818,7.9262,4.185,0.6114,2.2265,23.3575,0.141
11/9/1961,32.825,29.4675,4.7843,23.8263,7.9199,4.1849,0.6093,2.22,23.3589,0.1409
12/9/1961,32.8109,29.4294,4.777,23.8379,7.9047,4.184,0.6084,2.2174,23.3117,0.1409
13/9/1961,32.6271,29.2765,4.7629,23.7896,7.8794,4.1573,0.6052,2.213,23.4168,0.1402
14/9/1961,32.5935,29.106,4.7598,23.7892,7.8716,4.1542,0.6037,2.209,23.4262,0.1401
17/9/1961,32.6922,29.1657,4.7563,23.7891,7.8992,4.1663,0.6045,2.2122,23.3732,0.1406
18/9/1961,32.6239,29.1487,4.7477,23.7679,7.8727,4.1594,0.6035,2.1957,23.3967,0.1401
19/9/1961,32.5525,28.9851,4.7469,23.7621,7.8559,4.1494,0.6032,2.1947,23.5278,0.1398
20/9/1961,32.3729,28.8409,4.7264,23.6589,7.8244,4.1285,0.6008,2.1889,23.4942,0.1389
21/9/1961,32.3976,28.7698,4.7356,23.7499,7.8441,4.1378,0.5996,2.1969,23.6008,0.139
24/9/1961,32.469,28.8455,4.7344,23.7831,7.857,4.1593,0.6,2.1941,23.618,0.1392
25/9/1961,32.4513,28.7435,4.7321,23.7593,7.8515,4.1549,0.5982,2.1889,23.5315,0.1391
26/9/1961,32.448,28.7259,4.7227,23.7672,7.8409,4.152,0.5981,2.1846,23.575,0.139
27/9/1961,32.4484,28.7542,4.718,23.7643,7.8356,4.154,0.5989,2.1877,23.5299,0.139
28/9/1961,32.4066,28.5455,4.7074,23.7017,7.8256,4.1459,0.5996,2.1843,23.3615,0.1388
1/10/1961,32.2762,28.3332,4.6932,23.5971,7.7995,4.1236,0.5977,2.1762,23.2855,0.1384
2/10/1961,32.3259,28.3793,4.699,23.5486,7.8053,4.1275,0.5964,2.1746,23.3346,0.1386
3/10/1961,32.3541,28.4586,4.7039,23.5569,7.8173,4.128,0.5976,2.1655,23.2343,0.1387
4/10/1961,32.6027,28.5032,4.7363,23.6125,7.8661,4.16,0.6004,2.17,23.1134,0.1397
5/10/1961,32.7719,28.7433,4.7599,23.7301,7.9045,4.1832,0.6035,2.1719,23.1578,0.1404
8/10/1961,32.888,28.8759,4.7679,23.7843,7.9259,4.1995,0.6071,2.1754,23.1971,0.141
9/10/1961,32.9176,29.0866,4.7524,23.7853,7.9187,4.204,0.6082,2.1739,23.297,0.141
10/10/1961,32.8865,29.0872,4.7519,23.8251,7.9218,4.198,0.6078,2.1734,23.4003,0.1408
11/10/1961,32.9167,29.3239,4.745,23.8187,7.9161,4.2017,0.6071,2.1672,23.2742,0.141
12/10/1961,32.6956,29.112,4.7387,23.7928,7.8702,4.1737,0.6053,2.1628,23.2792,0.1401
16/10/1961,32.6508,29.1515,4.719,23.7356,7.8616,4.1678,0.6045,2.1645,23.2805,0.14
17/10/1961,32.5463,28.9672,4.7051,23.6826,7.8381,4.1522,0.6042,2.1577,23.2183,0.1395
18/10/1961,32.5953,28.9519,4.7004,23.6604,7.8443,4.1584,0.6047,2.1628,23.2094,0.1397
19/10/1961,32.6234,29.0219,4.7018,23.6427,7.8439,4.1622,0.6047,2.1605,23.1687,0.1397
22/10/1961,32.619,28.9647,4.7033,23.6774,7.844,4.1602,0.6078,2.1681,23.1553,0.1397
24/10/1961,32.7993,29.1629,4.7259,23.8116,7.8811,4.1854,0.6104,2.1663,23.2541,0.1405
25/10/1961,32.9231,29.3905,4.7399,23.8552,7.8975,4.2012,0.6128,2.1761,23.2782,0.141
26/10/1961,33.0093,29.3771,4.7423,23.8798,7.9063,4.2109,0.6144,2.1835,23.2768,0.1414
29/10/1961,33.118,29.581,4.7615,23.9858,7.9291,4.2241,0.618,2.1839,23.4784,0.1418
30/10/1961,33.2742,29.5381,4.7753,24.0596,7.9607,4.2434,0.6216,2.1906,23.5472,0.1426
31/10/1961,33.2714,29.3836,4.776,24.019,7.9526,4.2414,0.6227,2.1909,23.5706,0.1426
1/11/1961,33.0334,29.2712,4.7397,23.8988,7.8984,4.2138,0.6198,2.1918,23.5122,0.1415
2/11/1961,32.9138,29.1634,4.7592,23.9256,7.8904,4.2012,0.6183,2.1937,23.7374,0.141
5/11/1961,32.8923,29.0578,4.7622,23.9239,7.8925,4.2015,0.6173,2.2068,23.6481,0.141
6/11/1961,32.9636,29.0857,4.7615,23.9801,7.896,4.2083,0.6198,2.2328,23.755,0.1414
7/11/1961,32.9166,29.0185,4.7505,23.9731,7.8954,4.2025,0.6215,2.2503,23.8246,0.1411
8/11/1961,32.8467,28.899,4.7417,23.9494,7.8833,4.1957,0.624,2.2678,23.8818,0.1408
9/11/1961,33.0149,28.9671,4.7572,23.9942,7.9064,4.2169,0.6243,2.2731,23.9261,0.1416
12/11/1961,33.0914,29.0172,4.7586,24.0004,7.9101,4.2247,0.6235,2.2641,23.8961,0.1421
13/11/1961,33.0336,29.0275,4.7469,23.8986,7.8765,4.2186,0.6224,2.2345,23.7278,0.1418
14/11/1961,32.9144,28.8841,4.7367,23.8581,7.852,4.2035,0.6211,2.2447,23.766,0.1412
15/11/1961,32.894,28.9636,4.7398,23.889,7.8457,4.202,0.6219,2.243,23.9064,0.1411
16/11/1961,32.9805,29.0709,4.7576,23.9854,7.8729,4.212,0.6258,2.2624,23.9973,0.1415
19/11/1961,32.923,29.2066,4.7458,23.9796,7.8616,4.2052,0.6266,2.2742,24.08,0.1413
20/11/1961,32.9571,29.2697,4.7484,24.029,7.8666,4.208,0.6272,2.2696,24.0095,0.1414
21/11/1961,33.0016,29.2683,4.7543,23.9995,7.8634,4.2153,0.629,2.2701,23.8452,0.1414
22/11/1961,32.932,29.1398,4.7552,23.9804,7.8557,4.2081,0.6311,2.2692,23.8735,0.1411
23/11/1961,32.9854,29.2057,4.7612,24.0294,7.861,4.216,0.6305,2.2773,23.9161,0.1413
26/11/1961,33.0586,29.2229,4.76,24.0463,7.8802,4.2246,0.6313,2.2896,23.9162,0.1415
27/11/1961,33.0318,29.1114,4.7575,24.0295,7.8791,4.2233,0.6299,2.2868,23.8516,0.1416
28/11/1961,33.0419,29.0408,4.7533,23.9844,7.8796,4.222,0.6284,2.2847,23.8836,0.1416
29/11/1961,32.8967,28.9786,4.7358,23.9655,7.846,4.2035,0.6283,2.298,24.0022,0.141
30/11/1961,32.9178,29.0201,4.7408,24.0232,7.8636,4.2087,0.6293,2.3135,24.0718,0.1411
3/12/1961,32.8298,28.9014,4.7372,23.9835,7.8603,4.1959,0.6282,2.3177,24.1429,0.1408
4/12/1961,32.7384,28.8727,4.767,23.9651,7.8686,4.1894,0.6248,2.3038,24.088,0.1405
6/12/1961,32.8001,29.0784,4.7721,23.963,7.8814,4.1973,0.622,2.2864,23.7348,0.1407
7/12/1961,32.8121,29.0974,4.7686,23.9734,7.8845,4.2003,0.6238,2.2761,23.7042,0.1406
11/12/1961,32.8318,29.0327,4.7517,23.9182,7.8569,4.2013,0.6224,2.265,23.6163,0.1409
12/12/1961,32.7582,28.8696,4.754,23.8683,7.8364,4.1901,0.6226,2.2636,23.6467,0.1406
13/12/1961,32.7158,28.8435,4.7569,23.8559,7.8229,4.1871,0.6231,2.2663,23.6123,0.1404
14/12/1961,32.754,28.8564,4.7545,23.8699,7.8321,4.1931,0.6222,2.2659,23.5446,0.1407
17/12/1961,32.7959,28.8958,4.7501,23.8428,7.833,4.1962,0.6197,2.2655,23.5057,0.1409
18/12/1961,32.7354,29.0285,4.7479,23.865,7.8365,4.1883,0.6195,2.2704,23.5308,0.1404
19/12/1961,32.6998,29.0667,4.7412,23.8847,7.8242,4.1809,0.618,2.2867,23.5072,0.1402
20/12/1961,32.7599,29.1372,4.7431,23.8774,7.8311,4.1835,0.617,2.2743,23.2817,0.1406
21/12/1961,32.6426,29.3292,4.7346,23.843,7.81,4.1693,0.6155,2.2681,23.2196,0.1401
24/12/1961,32.6301,29.3776,4.7233,23.7768,7.7992,4.1655,0.6168,2.2576,23.0196,0.1402
25/12/1961,32.5838,29.5545,4.723,23.7395,7.7883,4.1593,0.6164,2.2526,22.9783,0.14
26/12/1961,32.5757,29.4851,4.7272,23.7565,7.7984,4.1591,0.6155,2.245,22.9663,0.14
27/12/1961,32.5832,29.3392,4.7267,23.7442,7.8008,4.1608,0.6186,2.256,23.0049,0.1401
28/12/1961,32.4498,29.3089,4.7237,23.6943,7.8056,4.1416,0.6183,2.2489,22.8411,0.1397
2/1/1962,32.3664,29.5581,4.7127,23.7204,7.8261,4.1296,0.6181,2.2539,22.7353,0.1396
3/1/1962,32.2191,30.0263,4.683,23.5884,7.7745,4.1121,0.6145,2.2399,22.3323,0.1389
4/1/1962,32.0653,29.7543,4.6655,23.5355,7.7496,4.0945,0.6112,2.2376,22.479,0.1382
7/1/1962,31.9508,29.4531,4.6598,23.537,7.764,4.0775,0.6107,2.2755,22.7546,0.1378
8/1/1962,32.0053,29.4434,4.6691,23.5912,7.7867,4.0822,0.6108,2.2878,22.8205,0.138
9/1/1962,32.0238,29.4332,4.6757,23.6013,7.7823,4.0841,0.6123,2.2818,22.8928,0.138
10/1/1962,31.9301,29.5692,4.6891,23.6053,7.7831,4.0732,0.6131,2.2766,22.8676,0.1377
11/1/1962,31.9155,29.4661,4.7129,23.6107,7.7921,4.0698,0.6117,2.2816,22.9657,0.1376
14/1/1962,31.9298,29.4774,4.7245,23.6141,7.7986,4.0712,0.6128,2.2853,22.9867,0.1377
15/1/1962,31.8761,29.3897,4.7175,23.5848,7.7846,4.0659,0.6117,2.2761,22.9798,0.1374
16/1/1962,31.8274,29.345,4.7,23.4954,7.7396,4.0565,0.6121,2.2644,22.9089,0.1372
17/1/1962,31.6297,29.0279,4.6762,23.3329,7.7001,4.0314,0.6066,2.2535,22.6471,0.1364
18/1/1962,31.6846,28.9832,4.6718,23.3751,7.7038,4.0379,0.6058,2.2546,22.781,0.1366
21/1/1962,31.7434,28.9693,4.6723,23.37,7.7225,4.0461,0.6035,2.2478,22.7188,0.1368
22/1/1962,31.7986,29.0252,4.6712,23.3926,7.7096,4.051,0.603,2.2551,22.713,0.1371
23/1/1962,31.7379,28.965,4.6638,23.3515,7.6783,4.0446,0.6019,2.254,22.621,0.1368
24/1/1962,31.6927,28.9311,4.6663,23.3416,7.665,4.0397,0.6015,2.2587,22.6079,0.1366
25/1/1962,31.6894,28.8743,4.6694,23.3127,7.6536,4.0382,0.6011,2.2571,22.4575,0.1366
28/1/1962,31.4871,28.7883,4.669,23.2875,7.6621,4.0125,0.6007,2.262,22.6105,0.1358
29/1/1962,31.5585,28.8831,4.6736,23.3187,7.6729,4.0205,0.6017,2.2597,22.5582,0.1361
30/1/1962,31.4616,28.7732,4.6752,23.2844,7.6595,4.0112,0.6011,2.2473,22.5939,0.1356
31/1/1962,31.2458,28.6914,4.6558,23.204,7.6397,3.9827,0.5995,2.2367,22.656,0.1347
1/2/1962,31.3188,28.7782,4.6566,23.2414,7.6471,3.9912,0.5999,2.2541,22.6999,0.135
4/2/1962,31.3142,28.5748,4.6359,23.1694,7.6493,3.9907,0.599,2.258,22.6411,0.135
5/2/1962,31.307,28.4738,4.6327,23.1463,7.6491,3.9891,0.5985,2.2619,22.5547,0.1349
6/2/1962,31.2455,28.458,4.6264,23.1091,7.6361,3.981,0.598,2.2582,22.4516,0.1346
7/2/1962,31.267,28.4749,4.6205,23.0631,7.6423,3.9841,0.5985,2.2574,22.1797,0.1347
8/2/1962,31.3301,28.541,4.6338,23.0928,7.6966,3.9925,0.6003,2.2522,22.123,0.135
11/2/1962,31.4132,28.5959,4.6377,23.1658,7.7243,4.0026,0.606,2.262,22.2793,0.1354
12/2/1962,31.387,28.4115,4.6182,23.0914,7.7003,3.9998,0.6022,2.2438,22.1774,0.1352
13/2/1962,31.2609,28.2695,4.6187,23.0682,7.691,3.983,0.6025,2.2418,22.2332,0.1347
14/2/1962,31.3816,28.2762,4.6353,23.1144,7.7215,3.9982,0.6023,2.2428,22.2844,0.1353
15/2/1962,31.3053,28.3671,4.6165,23.0527,7.6768,3.9885,0.5986,2.2286,22.189,0.135
18/2/1962,31.2248,28.2523,4.6145,23.0383,7.6611,3.9788,0.5975,2.2219,22.3182,0.1346
20/2/1962,31.1073,28.077,4.614,23.0078,7.6451,3.9629,0.5978,2.2231,22.2785,0.1341
21/2/1962,31.1316,28.117,4.6374,23.0339,7.65,3.9672,0.5992,2.222,22.2279,0.1342
22/2/1962,31.262,28.2318,4.6449,23.0861,7.6617,3.9831,0.5996,2.2337,22.1667,0.1347
25/2/1962,31.303,28.2724,4.6732,23.1878,7.7008,3.9894,0.6028,2.2469,22.3621,0.1349
26/2/1962,31.279,28.1969,4.6696,23.1771,7.6825,3.985,0.6028,2.252,22.3761,0.1348
27/2/1962,31.3826,28.393,4.6871,23.2856,7.7157,3.9973,0.604,2.2518,22.5209,0.1353
28/2/1962,31.4767,28.3992,4.7075,23.3393,7.731,4.01,0.6082,2.2486,22.4496,0.1357
1/3/1962,31.6218,28.3206,4.7185,23.3951,7.7672,4.0286,0.6107,2.2504,22.4125,0.1363
4/3/1962,31.787,28.3821,4.7427,23.4864,7.8061,4.0505,0.6149,2.2618,22.5076,0.137
5/3/1962,31.8838,28.4915,4.7527,23.5382,7.8214,4.0625,0.6145,2.27,22.5451,0.1375
6/3/1962,31.8144,28.4617,4.7381,23.4568,7.7868,4.0535,0.6115,2.2664,22.4155,0.1371
7/3/1962,31.8709,28.5397,4.7452,23.4948,7.7974,4.0613,0.6113,2.2704,22.4163,0.1374
8/3/1962,31.8257,28.5643,4.7302,23.3994,7.7775,4.0564,0.6101,2.252,22.3111,0.1372
11/3/1962,31.7064,28.5518,4.714,23.3286,7.7563,4.0409,0.6084,2.2261,22.2839,0.1367
12/3/1962,31.6667,28.4235,4.7098,23.3476,7.7615,4.0347,0.608,2.2335,22.3634,0.1365
13/3/1962,31.6474,28.454,4.7152,23.3384,7.7467,4.0324,0.6017,2.2258,22.3308,0.1365
14/3/1962,31.6549,28.4007,4.7158,23.3858,7.7483,4.0338,0.6015,2.2278,22.3545,0.1365
15/3/1962,31.7465,28.4026,4.7196,23.4246,7.7623,4.0451,0.6035,2.2321,22.4664,0.1369
18/3/1962,31.666,28.3843,4.7146,23.4084,7.746,4.035,0.602,2.2314,22.4367,0.1365
19/3/1962,31.6566,28.4448,4.7134,23.4445,7.766,4.0337,0.6013,2.2351,22.4663,0.1365
20/3/1962,31.7085,28.408,4.7197,23.4577,7.782,4.04,0.6005,2.243,22.4059,0.1366
21/3/1962,31.6423,28.595,4.7323,23.5059,7.7976,4.0328,0.6005,2.2552,22.6302,0.1364
22/3/1962,31.7178,28.6562,4.7311,23.5117,7.8148,4.0435,0.604,2.2618,22.5374,0.1367
25/3/1962,31.6049,28.767,4.7005,23.3778,7.7638,4.028,0.6025,2.2368,22.3392,0.1362
26/3/1962,31.5641,28.6553,4.7022,23.3941,7.7659,4.0222,0.6026,2.2434,22.4543,0.1361
27/3/1962,31.7067,28.6823,4.7171,23.4319,7.7775,4.039,0.6033,2.2462,22.5238,0.1367
28/3/1962,31.8778,28.9198,4.7303,23.5201,7.8219,4.0607,0.6054,2.2535,22.5816,0.1374
29/3/1962,31.8117,28.7206,4.722,23.4711,7.8004,4.0527,0.6049,2.2432,22.5352,0.1371
1/4/1962,31.6947,28.5251,4.7204,23.4159,7.7777,4.0375,0.6048,2.2408,22.5409,0.1366
2/4/1962,31.7363,28.4912,4.7197,23.4146,7.7736,4.0434,0.6047,2.2437,22.4911,0.1368
3/4/1962,31.7541,28.4942,4.7248,23.4572,7.7836,4.0462,0.6077,2.2441,22.5189,0.1369
4/4/1962,31.7507,28.4927,4.7282,23.4744,7.7867,4.0462,0.6102,2.2487,22.5967,0.1369
5/4/1962,31.8448,28.5076,4.7398,23.5208,7.8045,4.0586,0.6102,2.2659,22.647,0.1373
9/4/1962,31.856,28.608,4.7414,23.531,7.779,4.0615,0.6117,2.2665,22.6873,0.1373
10/4/1962,31.8166,28.6122,4.7341,23.5055,7.7658,4.061,0.612,2.2674,22.6404,0.1372
11/4/1962,31.7691,28.5967,4.729,23.4883,7.7269,4.0529,0.6133,2.2628,22.7389,0.137
12/4/1962,31.8309,28.4778,4.7316,23.4775,7.7279,4.0588,0.614,2.2681,22.6717,0.1373
17/4/1962,31.803,28.3989,4.7419,23.4936,7.6847,4.055,0.6154,2.2692,22.8264,0.1371
18/4/1962,31.7956,28.4036,4.7524,23.5041,7.6766,4.0535,0.6159,2.2775,22.8004,0.1371
19/4/1962,31.8098,28.4134,4.7417,23.4729,7.6912,4.0557,0.6157,2.2811,22.7255,0.1371
22/4/1962,31.8613,28.4579,4.7482,23.5017,7.7061,4.0618,0.6152,2.278,22.7294,0.1373
23/4/1962,31.8978,28.5243,4.7488,23.5268,7.7254,4.0663,0.6146,2.2768,22.7025,0.1374
24/4/1962,32.0001,28.5948,4.7559,23.5654,7.7482,4.0809,0.6149,2.2836,22.5614,0.1378
25/4/1962,32.0574,28.608,4.7617,23.5286,7.7542,4.0875,0.6136,2.2782,22.4716,0.1381
26/4/1962,32.0124,28.6579,4.7485,23.5147,7.7497,4.0816,0.6148,2.2723,22.4626,0.1379
29/4/1962,31.9041,28.5761,4.7352,23.4352,7.7224,4.0682,0.6132,2.2716,22.474,0.137
30/4/1962,31.9338,28.6282,4.7377,23.4485,7.7271,4.0721,0.6137,2.2603,22.4777,0.1371
2/5/1962,31.9612,28.6531,4.7428,23.4952,7.7289,4.0748,0.6184,2.2616,22.4287,0.1373
3/5/1962,32.03,28.7392,4.7512,23.5039,7.7362,4.0847,0.6175,2.2616,22.3831,0.1377
7/5/1962,31.9071,28.8219,4.7077,23.4177,7.6965,4.0682,0.616,2.2449,22.3276,0.1371
8/5/1962,31.8391,28.9249,4.6935,23.3875,7.6757,4.0574,0.6135,2.2382,22.3312,0.1367
9/5/1962,31.8034,28.9226,4.6718,23.3369,7.6642,4.053,0.6096,2.2276,22.1681,0.1361
10/5/1962,31.6637,28.8187,4.6405,23.2358,7.6258,4.0353,0.6079,2.2218,22.1493,0.1353
13/5/1962,31.6346,28.8135,4.6109,23.1784,7.6028,4.0311,0.6053,2.2161,22.0589,0.1355
14/5/1962,31.5644,28.8097,4.5834,23.0646,7.5722,4.0226,0.6044,2.1917,21.9279,0.1353
15/5/1962,31.542,28.7643,4.5787,23.0523,7.5631,4.0196,0.6031,2.1953,21.8439,0.1349
16/5/1962,31.5493,28.81,4.5773,23.0562,7.5708,4.0203,0.6031,2.1838,21.7922,0.1353
17/5/1962,31.7026,28.8581,4.5856,23.0884,7.6002,4.039,0.604,2.1966,21.8183,0.136
21/5/1962,31.8537,28.913,4.6042,23.158,7.6188,4.0596,0.606,2.2134,21.9712,0.1361
22/5/1962,31.9799,28.9455,4.6205,23.2,7.6423,4.0767,0.6106,2.2154,21.9917,0.1367
23/5/1962,31.9635,28.9901,4.617,23.1654,7.627,4.0724,0.6096,2.216,21.9422,0.1368
24/5/1962,31.8884,29.0893,4.6076,23.1224,7.61,4.0641,0.6087,2.2169,21.9549,0.1364
27/5/1962,31.7794,29.0293,4.6049,23.1403,7.5945,4.05,0.6109,2.2214,22.0062,0.1359
28/5/1962,31.8129,29.0446,4.6014,23.1134,7.5939,4.0549,0.6096,2.2248,22.0129,0.1361
29/5/1962,31.8417,29.1324,4.601,23.0771,7.596,4.0583,0.6091,2.2175,22.0448,0.1361
30/5/1962,31.7998,29.0154,4.5934,23.0534,7.5833,4.0523,0.6091,2.2207,22.0016,0.1359
31/5/1962,31.7553,29.0868,4.5901,23.0363,7.5714,4.0495,0.6096,2.2254,21.9376,0.1356
4/6/1962,31.35,29.0462,4.5352,22.9252,7.5071,4.0023,0.6062,2.2037,21.8357,0.134
5/6/1962,31.3943,29.0461,4.536,23.0021,7.5229,4.0047,0.6072,2.2108,21.9464,0.1342
6/6/1962,31.3969,28.9835,4.5362,22.9815,7.5239,4.0053,0.6075,2.2123,21.847,0.1341
7/6/1962,31.3352,28.8781,4.5263,22.9596,7.5374,3.9969,0.6065,2.205,21.8307,0.1339
10/6/1962,31.3367,28.8651,4.5195,22.9594,7.5342,3.9992,0.6024,2.2164,21.8479,0.134
11/6/1962,31.3285,28.8375,4.522,22.9503,7.5257,3.9973,0.6032,2.2154,21.7775,0.1341
12/6/1962,31.253,28.8141,4.5161,22.9215,7.5118,3.994,0.6024,2.2053,21.7231,0.1339
13/6/1962,31.2401,28.8199,4.5103,22.8736,7.5073,3.9952,0.6016,2.1966,21.6049,0.134
14/6/1962,31.2064,28.806,4.503,22.8274,7.4909,3.988,0.6022,2.1941,21.5223,0.1338
17/6/1962,31.2465,28.7611,4.5108,22.8037,7.4858,3.994,0.6011,2.1876,21.4754,0.134
18/6/1962,31.3505,28.9117,4.522,22.8774,7.5011,4.0042,0.6021,2.1982,21.4448,0.1343
19/6/1962,31.2471,28.7924,4.5254,22.8588,7.4867,3.9944,0.603,2.2009,21.4826,0.1339
20/6/1962,31.0535,28.8492,4.5109,22.8384,7.4723,3.9739,0.6005,2.1934,21.3893,0.1332
21/6/1962,30.8396,28.7501,4.4987,22.7523,7.4278,3.9533,0.6007,2.1917,21.3575,0.1324
24/6/1962,30.7904,28.6812,4.4792,22.7419,7.4323,3.944,0.5991,2.1928,21.4048,0.1322
25/6/1962,30.6816,28.6375,4.4604,22.684,7.409,3.9334,0.5983,2.1817,21.3213,0.1317
26/6/1962,30.818,28.6911,4.4739,22.7477,7.4257,3.9489,0.5992,2.1853,21.4581,0.1323
